filename,x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3,y4,y5,y6,y7,y8,y9
img10_aug0.jpg,0.9933035714285714,1.0,1.0,0.9508928571428571,0.9776785714285714,0.3325892857142857,0.3950892857142857,0.33482142857142855,0.421875,0.0,0.0,0.0,0.0,0.0,0.2544642857142857,0.2611607142857143,0.2924107142857143,0.30357142857142855
img10_aug0.jpg,0.33035714285714285,0.3898809523809524,0.3898809523809524,0.3244047619047619,0.5089285714285714,0.5357142857142857,0.5386904761904762,0.5119047619047619,0.45535714285714285,0.25892857142857145,0.2619047619047619,0.2976190476190476,0.29464285714285715,0.25595238095238093,0.25297619047619047,0.28869047619047616,0.28869047619047616,0.4732142857142857
img10_aug1.jpg,0.3482142857142857,0.40773809523809523,0.40773809523809523,0.3482142857142857,0.5267857142857143,0.5565476190476191,0.5535714285714286,0.5267857142857143,0.4642857142857143,0.24702380952380953,0.25595238095238093,0.28273809523809523,0.28273809523809523,0.25892857142857145,0.25892857142857145,0.29464285714285715,0.29464285714285715,0.4732142857142857
img10_aug2.jpg,0.28273809523809523,0.34226190476190477,0.35119047619047616,0.2976190476190476,0.4583333333333333,0.4880952380952381,0.4880952380952381,0.4583333333333333,0.4494047619047619,0.30357142857142855,0.28869047619047616,0.31845238095238093,0.33035714285714285,0.25595238095238093,0.24702380952380953,0.2857142857142857,0.2916666666666667,0.4880952380952381
img10_aug3.jpg,0.3392857142857143,0.3958333333333333,0.4017857142857143,0.34523809523809523,0.5148809523809523,0.5476190476190477,0.5476190476190477,0.5148809523809523,0.46130952380952384,0.25595238095238093,0.2619047619047619,0.28869047619047616,0.28869047619047616,0.25,0.25595238095238093,0.28869047619047616,0.28869047619047616,0.47619047619047616
img11_aug4.jpg,0.4851190476190476,0.5892857142857143,0.5714285714285714,0.47023809523809523,0.7589285714285714,0.8154761904761905,0.7976190476190477,0.75,0.5505952380952381,0.17857142857142858,0.2113095238095238,0.24404761904761904,0.22023809523809523,0.24404761904761904,0.25892857142857145,0.29464285714285715,0.27976190476190477,0.5059523809523809
img11_aug5.jpg,0.5267857142857143,0.625,0.6011904761904762,0.5089285714285714,0.7857142857142857,0.8422619047619048,0.8244047619047619,0.7767857142857143,0.5505952380952381,0.17857142857142858,0.22023809523809523,0.25,0.21428571428571427,0.27380952380952384,0.29464285714285715,0.3273809523809524,0.30654761904761907,0.5029761904761905
img12_aug0.jpg,0.2648809523809524,0.375,0.2648809523809524,0.37797619047619047,0.5654761904761905,0.6220238095238095,0.6279761904761905,0.5625,0.5059523809523809,0.30654761904761907,0.2976190476190476,0.3392857142857143,0.3392857142857143,0.28869047619047616,0.28869047619047616,0.3333333333333333,0.3273809523809524,0.5089285714285714
img12_aug1.jpg,0.19345238095238096,0.2857142857142857,0.30357142857142855,0.20833333333333334,0.48214285714285715,0.5416666666666666,0.5535714285714286,0.49107142857142855,0.5089285714285714,0.3392857142857143,0.31845238095238093,0.35714285714285715,0.38095238095238093,0.2857142857142857,0.27380952380952384,0.3244047619047619,0.32142857142857145,0.5059523809523809
img12_aug2.jpg,0.30357142857142855,0.4107142857142857,0.40773809523809523,0.30357142857142855,0.6101190476190477,0.6666666666666666,0.6666666666666666,0.6071428571428571,0.5059523809523809,0.2916666666666667,0.29464285714285715,0.33035714285714285,0.33035714285714285,0.2916666666666667,0.2916666666666667,0.33035714285714285,0.3273809523809524,0.5029761904761905
