frame_idx,filename,phase
0,001.png,0.34834152460098267
1,002.png,0.3481394946575165
2,003.png,0.35235634446144104
3,004.png,0.35862499475479126
4,005.png,0.3657549023628235
5,006.png,0.3731456995010376
6,007.png,0.38052600622177124
7,008.png,0.3877578675746918
8,009.png,0.39478009939193726
9,010.png,0.40157803893089294
10,011.png,0.4081268906593323
11,012.png,0.4144464433193207
12,013.png,0.4205423891544342
13,014.png,0.4263976514339447
14,015.png,0.43202924728393555
15,016.png,0.4374205768108368
16,017.png,0.4425647556781769
17,018.png,0.4474670886993408
18,019.png,0.45212310552597046
19,020.png,0.45654672384262085
20,021.png,0.46072348952293396
21,022.png,0.4646628201007843
22,023.png,0.4683437943458557
23,024.png,0.47179800271987915
24,025.png,0.4750353693962097
25,026.png,0.4780575633049011
26,027.png,0.48087602853775024
27,028.png,0.483495831489563
28,029.png,0.48591211438179016
29,030.png,0.4881472885608673
30,031.png,0.490204393863678
31,032.png,0.492104709148407
32,033.png,0.4938536584377289
33,034.png,0.49546653032302856
34,035.png,0.4969277083873749
35,036.png,0.4982646405696869
36,037.png,0.4994807243347168
37,038.png,0.500602126121521
38,039.png,0.5016312003135681
39,040.png,0.5025635361671448
40,041.png,0.5034062266349792
41,042.png,0.5041788816452026
42,043.png,0.5048799514770508
43,044.png,0.5055140256881714
44,045.png,0.5060900449752808
45,046.png,0.5066161751747131
46,047.png,0.5070832967758179
47,048.png,0.5074995160102844
48,049.png,0.5078609585762024
49,050.png,0.508184015750885
50,051.png,0.5084815621376038
51,052.png,0.5087461471557617
52,053.png,0.5089741349220276
53,054.png,0.5091860294342041
54,055.png,0.5093643069267273
55,056.png,0.5095230340957642
56,057.png,0.5096637010574341
57,058.png,0.509792685508728
58,059.png,0.5099200010299683
59,060.png,0.5100318193435669
60,061.png,0.5101333856582642
61,062.png,0.5102152228355408
62,063.png,0.5102810859680176
63,064.png,0.5103340744972229
64,065.png,0.5103778839111328
65,066.png,0.5104243755340576
66,067.png,0.51046222448349
67,068.png,0.5105003714561462
68,069.png,0.510521411895752
69,070.png,0.5105219483375549
70,071.png,0.5105189085006714
71,072.png,0.5105239748954773
72,073.png,0.5105519890785217
73,074.png,0.5105759501457214
74,075.png,0.510603129863739
75,076.png,0.5106335282325745
76,077.png,0.5106446146965027
77,078.png,0.510661244392395
78,079.png,0.5106911659240723
79,080.png,0.5107218623161316
80,081.png,0.5107579827308655
81,082.png,0.5107930898666382
82,083.png,0.510827362537384
83,084.png,0.510853111743927
84,085.png,0.5108988881111145
85,086.png,0.5109465718269348
86,087.png,0.5109990835189819
87,088.png,0.5110487937927246
88,089.png,0.5110947489738464
89,090.png,0.5111383199691772
90,091.png,0.5111764669418335
91,092.png,0.5112067461013794
92,093.png,0.511233925819397
93,094.png,0.51126629114151
94,095.png,0.5112839937210083
95,096.png,0.5112872123718262
96,097.png,0.5113089680671692
97,098.png,0.5113442540168762
98,099.png,0.5113710165023804
99,100.png,0.5113933086395264
100,101.png,0.5114104151725769
101,102.png,0.511437177658081
102,103.png,0.5114426612854004
103,104.png,0.511447548866272
104,105.png,0.5114576816558838
105,106.png,0.5114637613296509
106,107.png,0.5114740133285522
107,108.png,0.5114873647689819
108,109.png,0.5114908814430237
109,110.png,0.5114973187446594
110,111.png,0.5114879608154297
111,112.png,0.5114800930023193
112,113.png,0.5114873647689819
113,114.png,0.5114902853965759
114,115.png,0.5114822387695312
115,116.png,0.5114805698394775
116,117.png,0.5114803314208984
117,118.png,0.5114741325378418
118,119.png,0.5114684700965881
119,120.png,0.5114621520042419
120,121.png,0.5114482641220093
121,122.png,0.5114407539367676
122,123.png,0.5114426016807556
123,124.png,0.511446475982666
124,125.png,0.5114513635635376
125,126.png,0.5114566683769226
126,127.png,0.5114680528640747
127,128.png,0.5114718675613403
128,129.png,0.5114789605140686
129,130.png,0.5114842057228088
